UTC time,Batt,DewPt,Gust Speed,Pressure,RH,Rain,Solar Rad,Solar Rad1,Temp,Wind Dir,Wind Speed
2014-06-01 00:00:00,4.53,19.17,5.5,1013.9,51.1,0.0,1277.0,1277.0,30.39,67.0,2.7
2014-06-01 00:05:00,4.53,19.62,4.7,1014.0,51.2,0.0,1277.0,1277.0,30.85,52.0,2.4
2014-06-01 00:10:00,4.53,19.54,5.7,1013.8,50.8,0.0,1277.0,1277.0,30.9,66.0,2.7
2014-06-01 00:15:00,4.53,18.72,4.9,1013.9,50.9,0.0,1033.0,986.0,29.97,55.0,2.7
2014-06-01 00:20:00,4.53,19.61,5.9,1013.8,51.4,0.0,1277.0,1277.0,30.77,59.0,2.2
2014-06-01 00:25:00,4.53,19.25,6.5,1013.8,51.7,0.0,1277.0,1277.0,30.27,62.0,2.7
2014-06-01 00:30:00,4.53,18.97,6.1,1013.8,51.5,0.0,1277.0,1277.0,30.04,51.0,3.3
2014-06-01 00:35:00,4.53,19.06,5.7,1013.8,51.2,0.0,1277.0,518.0,30.24,55.0,2.4
2014-06-01 00:40:00,4.53,19.2,6.1,1013.8,52.3,0.0,1277.0,1277.0,30.02,51.0,2.9
2014-06-01 00:45:00,4.53,18.99,5.5,1013.7,52.2,0.0,1277.0,1277.0,29.82,56.0,2.4
2014-06-01 00:50:00,4.53,19.2,6.1,1013.6,52.1,0.0,1277.0,1277.0,30.09,53.0,2.4
2014-06-01 00:55:00,4.53,19.02,6.3,1013.5,52.1,0.0,1277.0,1277.0,29.89,63.0,2.7
2014-06-01 01:00:00,4.53,19.18,5.1,1013.6,51.2,0.0,1277.0,1244.0,30.37,53.0,2.4
2014-06-01 01:05:00,4.53,19.05,5.3,1013.5,52.1,0.0,1277.0,1229.0,29.92,55.0,2.4
2014-06-01 01:10:00,4.53,19.0,6.5,1013.5,51.6,0.0,1251.0,1198.0,30.04,49.0,2.2
2014-06-01 01:15:00,4.53,18.97,8.6,1013.4,52.0,0.0,1228.0,1173.0,29.87,52.0,2.4
2014-06-01 01:20:00,4.53,19.12,5.3,1013.4,52.8,0.0,1208.0,1154.0,29.77,56.0,2.7
2014-06-01 01:25:00,4.53,19.32,5.7,1013.3,53.4,0.0,1167.0,1116.0,29.79,51.0,2.9
2014-06-01 01:30:00,4.53,19.13,4.7,1013.3,53.6,0.0,1158.0,1111.0,29.51,52.0,2.4
2014-06-01 01:35:00,4.53,19.07,6.1,1013.4,52.4,0.0,1136.0,1084.0,29.84,62.0,2.2
2014-06-01 01:40:00,4.53,18.52,5.7,1013.5,51.6,0.0,1104.0,1056.0,29.51,76.0,3.1
2014-06-01 01:45:00,4.51,18.93,5.7,1013.3,53.0,0.0,1067.0,1021.0,29.49,72.0,2.4
2014-06-01 01:50:00,4.5,18.76,6.1,1013.3,51.7,0.0,1041.0,993.0,29.74,66.0,2.4
2014-06-01 01:55:00,4.5,19.22,6.3,1013.2,53.3,0.0,1036.0,989.0,29.71,62.0,2.9
2014-06-01 02:00:00,4.48,19.11,5.1,1013.2,53.6,0.0,989.0,946.0,29.49,55.0,2.4
2014-06-01 02:05:00,4.48,19.09,4.9,1013.3,52.4,0.0,1003.0,958.0,29.87,79.0,2.0
2014-06-01 02:10:00,4.49,19.23,6.3,1013.3,52.8,0.0,274.0,261.0,29.89,70.0,2.7
2014-06-01 02:15:00,4.5,19.28,5.7,1013.4,53.0,0.0,897.0,858.0,29.87,81.0,2.0
2014-06-01 02:20:00,4.5,19.25,5.7,1013.2,55.4,0.0,903.0,863.0,29.07,104.0,2.7
2014-06-01 02:25:00,4.51,19.42,4.3,1013.3,54.8,0.0,961.0,917.0,29.44,72.0,2.0
2014-06-01 02:30:00,4.51,19.52,6.1,1013.3,55.8,0.0,887.0,848.0,29.24,72.0,2.7
2014-06-01 02:35:00,4.51,19.38,5.5,1013.2,56.5,0.0,787.0,754.0,28.87,58.0,2.7
2014-06-01 02:40:00,4.5,19.73,5.3,1013.3,56.3,0.0,748.0,717.0,29.31,72.0,2.2
2014-06-01 02:45:00,4.48,19.45,5.9,1013.3,56.7,0.0,719.0,688.0,28.89,63.0,2.7
2014-06-01 02:50:00,4.48,19.51,5.9,1013.3,57.8,0.0,568.0,543.0,28.62,48.0,2.7
2014-06-01 02:55:00,4.48,19.25,5.5,1013.2,55.9,0.0,648.0,622.0,28.92,66.0,2.0
2014-06-01 03:00:00,4.46,19.18,5.1,1013.4,55.8,0.0,621.0,594.0,28.87,73.0,2.2
2014-06-01 03:05:00,4.46,18.87,5.1,1013.3,56.3,0.0,143.0,137.0,28.39,69.0,1.8
2014-06-01 03:10:00,4.48,19.28,3.7,1013.2,56.8,0.0,599.0,573.0,28.67,51.0,1.8
2014-06-01 03:15:00,4.51,19.35,4.3,1013.3,55.9,0.0,632.0,606.0,29.02,55.0,1.8
2014-06-01 03:20:00,4.51,19.04,6.3,1013.4,58.0,0.0,168.0,159.0,28.05,72.0,2.7
2014-06-01 03:25:00,4.53,19.32,4.5,1013.4,59.2,0.0,621.0,594.0,28.0,56.0,2.0
2014-06-01 03:30:00,4.51,18.95,4.9,1013.4,58.3,0.0,131.0,124.0,27.87,56.0,1.8
2014-06-01 03:35:00,4.51,18.99,4.5,1013.4,59.1,0.0,399.0,384.0,27.68,70.0,2.4
2014-06-01 03:40:00,4.51,19.16,4.9,1013.5,59.2,0.0,122.0,116.0,27.83,83.0,2.2
2014-06-01 03:45:00,4.51,19.45,3.5,1013.6,60.3,0.0,301.0,289.0,27.83,60.0,1.8
2014-06-01 03:50:00,4.51,19.31,4.7,1013.7,60.1,0.0,324.0,313.0,27.73,72.0,2.2
2014-06-01 03:55:00,4.53,19.32,4.7,1013.9,60.6,0.0,318.0,308.0,27.6,76.0,2.4
2014-06-01 04:00:00,4.48,19.09,4.5,1013.9,61.2,0.0,246.0,237.0,27.19,63.0,2.0
2014-06-01 04:05:00,4.48,19.4,4.5,1013.9,61.7,0.0,281.0,271.0,27.38,79.0,2.2
2014-06-01 04:10:00,4.48,19.5,5.3,1013.9,61.8,0.0,188.0,181.0,27.46,73.0,2.4
2014-06-01 04:15:00,4.48,19.14,4.9,1013.9,62.1,0.0,196.0,188.0,26.99,76.0,2.2
2014-06-01 04:20:00,4.47,19.47,3.7,1014.0,62.5,0.0,112.0,107.0,27.23,67.0,1.6
2014-06-01 04:25:00,4.46,19.42,4.1,1014.1,63.2,0.0,103.0,98.0,26.99,66.0,1.4
2014-06-01 04:30:00,4.46,19.35,4.3,1014.1,64.2,0.0,81.0,76.0,26.65,63.0,1.6
2014-06-01 04:35:00,4.45,19.52,2.7,1014.1,65.0,0.0,76.0,72.0,26.62,53.0,1.6
2014-06-01 04:40:00,4.45,19.43,4.3,1014.2,65.1,0.0,69.0,66.0,26.5,58.0,1.6
2014-06-01 04:45:00,4.44,19.41,3.7,1014.3,65.6,0.0,31.0,28.0,26.35,56.0,1.6
2014-06-01 04:50:00,4.43,19.52,3.5,1014.3,66.4,0.0,19.0,17.0,26.26,52.0,1.6
2014-06-01 04:55:00,4.42,19.5,3.3,1014.5,66.9,0.0,13.0,13.0,26.11,45.0,1.8
2014-06-01 05:00:00,4.39,19.48,3.5,1014.5,67.0,0.0,11.0,9.0,26.06,46.0,1.6
2014-06-01 05:05:00,4.39,19.45,3.1,1014.6,67.1,0.0,11.0,8.0,26.01,58.0,1.2
2014-06-01 05:10:00,4.39,19.56,3.5,1014.5,67.6,0.0,4.0,3.0,25.99,53.0,1.6
2014-06-01 05:15:00,4.39,19.46,3.5,1014.6,67.7,0.0,1.0,1.0,25.87,65.0,1.4
2014-06-01 05:20:00,4.38,19.48,3.1,1014.7,68.1,0.0,1.0,1.0,25.79,59.0,1.6
2014-06-01 05:25:00,4.38,19.56,3.9,1014.6,68.9,0.0,1.0,1.0,25.67,53.0,1.6
2014-06-01 05:30:00,4.38,19.6,3.5,1014.8,69.8,0.0,1.0,1.0,25.5,51.0,1.6
2014-06-01 05:35:00,4.37,19.6,3.1,1014.9,70.3,0.0,1.0,1.0,25.38,58.0,1.2
2014-06-01 05:40:00,4.37,19.65,2.9,1014.8,70.6,0.0,1.0,1.0,25.36,74.0,1.2
2014-06-01 05:45:00,4.36,19.74,3.3,1014.8,71.3,0.0,1.0,1.0,25.28,55.0,1.0
2014-06-01 05:50:00,4.36,19.78,3.1,1014.9,71.6,0.0,1.0,1.0,25.26,52.0,1.4
2014-06-01 05:55:00,4.36,19.8,2.4,1014.9,71.9,0.0,1.0,1.0,25.21,60.0,1.0
2014-06-01 06:00:00,4.34,19.85,2.7,1014.8,72.2,0.0,1.0,1.0,25.19,53.0,1.4
2014-06-01 06:05:00,4.34,19.92,2.2,1015.0,72.5,0.0,1.0,1.0,25.19,44.0,1.4
2014-06-01 06:10:00,4.34,19.93,2.7,1015.0,72.7,0.0,1.0,1.0,25.16,49.0,1.4
2014-06-01 06:15:00,4.34,19.98,3.3,1015.1,73.1,0.0,1.0,1.0,25.11,44.0,1.6
2014-06-01 06:20:00,4.34,19.88,2.0,1015.2,73.2,0.0,1.0,1.0,24.99,67.0,1.0
2014-06-01 06:25:00,4.33,19.79,2.7,1015.4,73.3,0.0,1.0,1.0,24.87,81.0,1.0
2014-06-01 06:30:00,4.33,19.78,2.7,1015.3,73.5,0.0,1.0,1.0,24.82,81.0,0.8
2014-06-01 06:35:00,4.33,19.76,2.2,1015.3,73.7,0.0,1.0,1.0,24.75,55.0,0.8
2014-06-01 06:40:00,4.34,19.9,2.2,1015.3,74.1,0.0,1.0,1.0,24.8,56.0,1.0
2014-06-01 06:45:00,4.33,19.82,2.0,1015.4,74.2,0.0,1.0,1.0,24.7,60.0,0.8
2014-06-01 06:50:00,4.33,19.87,2.2,1015.3,74.5,0.0,1.0,1.0,24.68,59.0,1.0
2014-06-01 06:55:00,4.33,19.81,2.0,1015.3,74.7,0.0,1.0,1.0,24.58,60.0,0.8
2014-06-01 07:00:00,4.3,19.86,2.2,1015.2,74.9,0.0,1.0,1.0,24.58,67.0,1.0
2014-06-01 07:05:00,4.3,19.86,3.1,1015.3,74.9,0.0,1.0,1.0,24.58,67.0,1.2
2014-06-01 07:10:00,4.3,19.84,1.6,1015.4,74.9,0.0,1.0,1.0,24.56,73.0,0.6
2014-06-01 07:15:00,4.3,19.79,1.4,1015.4,74.9,0.0,1.0,1.0,24.51,84.0,0.4
2014-06-01 07:20:00,4.3,19.83,2.4,1015.3,75.1,0.0,1.0,1.0,24.51,73.0,1.0
2014-06-01 07:25:00,4.3,19.85,2.2,1015.3,75.2,0.0,1.0,1.0,24.51,52.0,1.0
2014-06-01 07:30:00,4.3,19.88,2.0,1015.4,75.3,0.0,1.0,1.0,24.51,58.0,1.0
2014-06-01 07:35:00,4.3,19.87,2.9,1015.5,75.4,0.0,1.0,1.0,24.48,66.0,1.0
2014-06-01 07:40:00,4.3,19.85,2.0,1015.6,75.5,0.0,1.0,1.0,24.44,72.0,1.0
2014-06-01 07:45:00,4.3,19.8,2.7,1015.5,75.6,0.0,1.0,1.0,24.36,67.0,1.0
2014-06-01 07:50:00,4.3,19.72,2.0,1015.5,75.8,0.0,1.0,1.0,24.24,77.0,0.6
2014-06-01 07:55:00,4.27,19.79,2.4,1015.4,76.1,0.0,1.0,1.0,24.24,65.0,1.2
2014-06-01 08:00:00,4.27,19.83,2.2,1015.4,76.4,0.0,1.0,1.0,24.22,70.0,1.0
2014-06-01 08:05:00,4.28,19.84,2.2,1015.7,76.9,0.0,1.0,1.0,24.12,67.0,0.8
2014-06-01 08:10:00,4.28,20.05,2.9,1015.7,77.6,0.0,1.0,1.0,24.19,62.0,1.2
2014-06-01 08:15:00,4.28,20.07,1.6,1015.7,77.7,0.0,1.0,1.0,24.19,42.0,0.8
2014-06-01 08:20:00,4.28,20.12,2.2,1015.7,77.8,0.0,1.0,1.0,24.22,45.0,1.0
2014-06-01 08:25:00,4.28,20.09,1.6,1015.4,78.1,0.0,1.0,1.0,24.12,45.0,0.8
2014-06-01 08:30:00,4.28,20.06,2.2,1015.9,78.4,0.0,1.0,1.0,24.03,41.0,1.0
2014-06-01 08:35:00,4.28,20.03,1.2,1015.7,78.7,0.0,1.0,1.0,23.93,48.0,0.8
2014-06-01 08:40:00,4.28,20.11,1.4,1016.0,79.0,0.0,1.0,1.0,23.95,51.0,0.8
2014-06-01 08:45:00,4.28,20.14,1.2,1015.9,79.0,0.0,1.0,1.0,23.98,39.0,0.8
2014-06-01 08:50:00,4.25,20.11,2.0,1015.9,79.0,0.0,1.0,1.0,23.95,41.0,1.0
2014-06-01 08:55:00,4.25,20.04,1.4,1015.9,79.0,0.0,1.0,1.0,23.88,37.0,0.8
2014-06-01 09:00:00,4.26,19.88,1.4,1015.9,78.9,0.0,1.0,1.0,23.74,13.0,0.8
2014-06-01 09:05:00,4.27,19.75,1.4,1015.8,79.2,0.0,1.0,1.0,23.54,24.0,0.8
2014-06-01 09:10:00,4.27,19.84,1.8,1015.7,79.5,0.0,1.0,1.0,23.57,18.0,0.8
2014-06-01 09:15:00,4.27,19.79,1.0,1015.8,79.5,0.0,1.0,1.0,23.52,25.0,0.6
2014-06-01 09:20:00,4.27,19.79,1.6,1015.9,79.7,0.0,1.0,1.0,23.47,10.0,0.8
2014-06-01 09:25:00,4.27,19.81,2.0,1015.9,79.8,0.0,1.0,1.0,23.47,1.0,1.4
2014-06-01 09:30:00,4.27,19.68,2.4,1015.8,80.2,0.0,1.0,1.0,23.26,0.0,1.4
2014-06-01 09:35:00,4.27,19.75,2.4,1015.8,80.7,0.0,1.0,1.0,23.23,3.0,1.4
2014-06-01 09:40:00,4.27,19.7,2.2,1015.9,80.7,0.0,1.0,1.0,23.18,355.0,1.2
2014-06-01 09:45:00,4.27,19.72,2.4,1015.9,80.9,0.0,1.0,1.0,23.16,355.0,1.4
2014-06-01 09:50:00,4.25,19.68,2.4,1015.7,80.7,0.0,1.0,1.0,23.16,1.0,1.4
2014-06-01 09:55:00,4.25,19.72,2.7,1015.8,80.9,0.0,1.0,1.0,23.16,0.0,1.4
2014-06-01 10:00:00,4.26,19.68,1.6,1015.7,81.0,0.0,1.0,1.0,23.09,18.0,0.8
2014-06-01 10:05:00,4.27,19.74,2.0,1015.6,81.2,0.0,1.0,1.0,23.11,4.0,1.2
2014-06-01 10:10:00,4.27,19.7,1.8,1015.5,81.1,0.0,1.0,1.0,23.09,1.0,1.0
2014-06-01 10:15:00,4.27,19.67,2.2,1015.5,81.2,0.0,1.0,1.0,23.04,7.0,0.8
2014-06-01 10:20:00,4.27,19.71,1.8,1015.5,81.3,0.0,1.0,1.0,23.06,1.0,1.2
2014-06-01 10:25:00,4.27,19.64,1.8,1015.5,81.3,0.0,1.0,1.0,22.99,8.0,0.8
2014-06-01 10:30:00,4.27,19.61,1.2,1015.4,81.5,0.0,1.0,1.0,22.92,13.0,0.6
2014-06-01 10:35:00,4.27,19.7,1.6,1015.2,81.6,0.0,1.0,1.0,22.99,18.0,0.8
2014-06-01 10:40:00,4.27,19.68,1.4,1015.1,81.6,0.0,1.0,1.0,22.97,29.0,0.8
2014-06-01 10:45:00,4.27,19.75,1.6,1015.2,81.6,0.0,1.0,1.0,23.04,1.0,0.8
2014-06-01 10:50:00,4.25,19.84,2.7,1015.2,81.4,0.0,1.0,1.0,23.18,1.0,1.4
2014-06-01 10:55:00,4.25,19.8,2.0,1015.2,81.2,0.0,1.0,1.0,23.18,14.0,1.0
2014-06-01 11:00:00,4.26,19.78,1.4,1015.3,81.1,0.0,1.0,1.0,23.18,20.0,0.8
2014-06-01 11:05:00,4.26,19.7,1.8,1015.2,81.1,0.0,1.0,1.0,23.09,25.0,0.6
2014-06-01 11:10:00,4.27,19.63,1.2,1015.1,81.1,0.0,1.0,1.0,23.02,22.0,0.6
2014-06-01 11:15:00,4.27,19.71,1.6,1015.1,81.4,0.0,1.0,1.0,23.04,35.0,0.8
2014-06-01 11:20:00,4.27,19.81,1.2,1015.0,81.7,0.0,1.0,1.0,23.09,14.0,0.8
2014-06-01 11:25:00,4.27,19.92,2.0,1015.0,81.4,0.0,1.0,1.0,23.26,7.0,1.0
2014-06-01 11:30:00,4.27,19.97,1.2,1014.9,81.3,0.0,1.0,1.0,23.33,21.0,0.6
2014-06-01 11:35:00,4.27,20.0,2.0,1015.0,81.1,0.0,1.0,1.0,23.4,7.0,1.0
2014-06-01 11:40:00,4.27,19.98,2.0,1014.9,81.0,0.0,1.0,1.0,23.4,4.0,1.2
2014-06-01 11:45:00,4.27,19.95,2.4,1015.0,81.1,0.0,1.0,1.0,23.35,10.0,1.0
2014-06-01 11:50:00,4.25,20.0,2.2,1014.8,81.1,0.0,1.0,1.0,23.4,7.0,1.0
2014-06-01 11:55:00,4.25,19.98,1.8,1014.8,81.1,0.0,1.0,1.0,23.38,14.0,0.8
2014-06-01 12:00:00,4.25,19.9,1.8,1014.8,81.1,0.0,1.0,1.0,23.3,8.0,0.8
2014-06-01 12:05:00,4.25,19.9,2.0,1014.8,81.1,0.0,1.0,1.0,23.3,1.0,1.2
2014-06-01 12:10:00,4.25,19.88,2.2,1014.7,81.2,0.0,1.0,1.0,23.26,17.0,0.8
2014-06-01 12:15:00,4.25,19.89,2.0,1014.7,81.4,0.0,1.0,1.0,23.23,11.0,0.8
2014-06-01 12:20:00,4.26,19.84,1.8,1014.7,81.4,0.0,1.0,1.0,23.18,15.0,0.8
2014-06-01 12:25:00,4.25,19.84,1.6,1014.7,81.4,0.0,1.0,1.0,23.18,8.0,0.8
2014-06-01 12:30:00,4.26,19.76,1.8,1014.7,81.3,0.0,1.0,1.0,23.11,21.0,0.8
2014-06-01 12:35:00,4.26,19.76,1.4,1014.7,81.4,0.0,1.0,1.0,23.09,21.0,0.8
2014-06-01 12:40:00,4.26,19.71,1.6,1014.7,81.4,0.0,1.0,1.0,23.04,15.0,0.8
2014-06-01 12:45:00,4.26,19.68,1.4,1014.7,81.6,0.0,1.0,1.0,22.97,27.0,0.6
2014-06-01 12:50:00,4.25,19.67,2.0,1014.7,81.8,0.0,1.0,1.0,22.92,11.0,0.8
2014-06-01 12:55:00,4.25,19.59,2.0,1014.8,81.9,0.0,1.0,1.0,22.82,32.0,0.8
2014-06-01 13:00:00,4.25,19.7,2.0,1014.7,82.3,0.0,1.0,1.0,22.85,13.0,0.8
2014-06-01 13:05:00,4.25,19.67,1.8,1014.8,82.3,0.0,1.0,1.0,22.82,6.0,0.8
2014-06-01 13:10:00,4.25,19.57,1.2,1014.7,82.4,0.0,1.0,1.0,22.7,35.0,0.6
2014-06-01 13:15:00,4.25,19.67,2.0,1014.9,82.5,0.0,1.0,1.0,22.78,46.0,1.0
2014-06-01 13:20:00,4.25,19.68,1.0,1014.9,82.7,0.0,1.0,1.0,22.75,42.0,0.6
2014-06-01 13:25:00,4.25,19.77,1.8,1014.7,82.9,0.0,1.0,1.0,22.8,34.0,1.0
2014-06-01 13:30:00,4.25,19.78,1.4,1014.9,83.2,0.0,1.0,1.0,22.75,31.0,0.8
2014-06-01 13:35:00,4.25,19.73,2.2,1014.7,83.3,0.0,1.0,1.0,22.68,14.0,1.0
2014-06-01 13:40:00,4.25,19.7,1.4,1014.8,83.5,0.0,1.0,1.0,22.61,17.0,0.8
2014-06-01 13:45:00,4.25,19.71,1.6,1014.7,83.8,0.0,1.0,1.0,22.56,14.0,0.8
2014-06-01 13:50:00,4.25,19.7,2.2,1014.7,84.0,0.0,1.0,1.0,22.51,8.0,1.0
2014-06-01 13:55:00,4.24,19.65,3.1,1014.7,84.2,0.0,1.0,1.0,22.42,6.0,1.4
2014-06-01 14:00:00,4.24,19.57,2.7,1014.7,84.3,0.0,1.0,1.0,22.32,8.0,1.2
2014-06-01 14:05:00,4.24,19.59,3.3,1014.7,84.5,0.0,1.0,1.0,22.3,13.0,1.4
2014-06-01 14:10:00,4.25,19.62,3.3,1014.7,84.4,0.0,1.0,1.0,22.35,3.0,2.0
2014-06-01 14:15:00,4.25,19.6,3.3,1014.7,84.2,0.0,1.0,1.0,22.37,7.0,1.6
2014-06-01 14:20:00,4.25,19.58,2.7,1014.5,84.0,0.0,1.0,1.0,22.39,7.0,1.4
2014-06-01 14:25:00,4.25,19.51,2.7,1014.5,83.5,0.0,1.0,1.0,22.42,1.0,1.6
2014-06-01 14:30:00,4.25,19.53,3.1,1014.4,83.5,0.0,1.0,1.0,22.44,3.0,1.6
2014-06-01 14:35:00,4.25,19.47,2.9,1014.5,83.2,0.0,1.0,1.0,22.44,1.0,1.8
2014-06-01 14:40:00,4.25,19.47,3.3,1014.5,83.3,0.0,1.0,1.0,22.42,6.0,1.6
2014-06-01 14:45:00,4.25,19.64,3.7,1014.5,83.2,0.0,1.0,1.0,22.61,1.0,2.0
2014-06-01 14:50:00,4.25,19.5,3.7,1014.6,82.4,0.0,1.0,1.0,22.63,4.0,2.0
2014-06-01 14:55:00,4.22,19.63,3.7,1014.5,82.3,0.0,1.0,1.0,22.78,1.0,2.2
2014-06-01 15:00:00,4.23,19.51,3.5,1014.7,82.2,0.0,1.0,1.0,22.68,18.0,1.4
2014-06-01 15:05:00,4.24,19.49,3.5,1014.6,82.2,0.0,1.0,1.0,22.66,7.0,1.8
2014-06-01 15:10:00,4.24,19.42,2.9,1014.5,82.2,0.0,1.0,1.0,22.58,6.0,1.4
2014-06-01 15:15:00,4.24,19.39,1.8,1014.6,82.5,0.0,1.0,1.0,22.49,11.0,0.8
2014-06-01 15:20:00,4.24,19.29,1.4,1014.6,82.6,0.0,1.0,1.0,22.37,27.0,0.6
2014-06-01 15:25:00,4.24,19.25,1.2,1014.5,83.0,0.0,1.0,1.0,22.25,32.0,0.6
2014-06-01 15:30:00,4.24,19.49,2.0,1014.5,83.3,0.0,1.0,1.0,22.44,0.0,1.2
2014-06-01 15:35:00,4.24,19.36,1.0,1014.4,83.2,0.0,1.0,1.0,22.32,14.0,0.4
2014-06-01 15:40:00,4.24,19.28,0.8,1014.6,83.5,0.0,1.0,1.0,22.18,8.0,0.4
2014-06-01 15:45:00,4.24,19.32,1.2,1014.7,83.9,0.0,4.0,3.0,22.15,27.0,0.6
2014-06-01 15:50:00,4.21,19.29,1.2,1014.8,84.2,0.0,8.0,7.0,22.06,10.0,0.6
2014-06-01 15:55:00,4.22,19.28,0.8,1014.7,84.3,0.0,12.0,11.0,22.03,17.0,0.4
2014-06-01 16:00:00,4.22,19.34,1.0,1014.7,84.6,0.0,17.0,14.0,22.03,20.0,0.6
2014-06-01 16:05:00,4.22,19.41,1.4,1014.7,84.8,0.0,21.0,19.0,22.06,34.0,0.6
2014-06-01 16:10:00,4.22,19.41,1.4,1014.8,84.7,0.0,24.0,23.0,22.08,8.0,0.6
2014-06-01 16:15:00,4.22,19.5,1.4,1014.8,84.9,0.0,71.0,66.0,22.13,28.0,0.8
2014-06-01 16:20:00,4.23,19.5,1.6,1014.9,84.8,0.0,39.0,37.0,22.15,0.0,0.8
2014-06-01 16:25:00,4.24,19.68,1.8,1014.8,84.9,0.0,149.0,138.0,22.32,1.0,0.8
2014-06-01 16:30:00,4.25,19.8,2.4,1015.0,84.2,0.0,99.0,92.0,22.58,1.0,1.4
2014-06-01 16:35:00,4.27,19.91,2.4,1014.9,84.0,0.0,199.0,183.0,22.73,8.0,1.0
2014-06-01 16:40:00,4.28,20.14,3.1,1014.9,82.9,0.0,236.0,217.0,23.18,1.0,1.8
2014-06-01 16:45:00,4.32,20.39,1.8,1015.0,82.0,0.0,261.0,239.0,23.62,15.0,0.8
2014-06-01 16:50:00,4.33,20.47,1.8,1014.9,80.8,0.0,284.0,262.0,23.95,20.0,1.0
2014-06-01 16:55:00,4.34,20.14,1.6,1015.1,79.6,0.0,67.0,62.0,23.86,25.0,0.8
2014-06-01 17:00:00,4.39,20.35,2.0,1015.0,79.7,0.0,369.0,341.0,24.05,35.0,1.0
2014-06-01 17:05:00,4.44,20.4,2.2,1015.0,78.0,0.0,416.0,383.0,24.46,15.0,1.0
2014-06-01 17:10:00,4.5,20.47,2.7,1015.1,77.3,0.0,418.0,384.0,24.68,10.0,1.4
2014-06-01 17:15:00,4.51,20.51,1.8,1014.9,76.2,0.0,447.0,411.0,24.97,20.0,1.0
2014-06-01 17:20:00,4.53,20.64,2.0,1014.9,75.5,0.0,476.0,438.0,25.26,27.0,1.2
2014-06-01 17:25:00,4.53,20.54,2.4,1014.8,74.5,0.0,502.0,462.0,25.38,17.0,1.2
2014-06-01 17:30:00,4.53,20.73,2.2,1015.1,74.3,0.0,537.0,494.0,25.62,37.0,1.2
2014-06-01 17:35:00,4.53,20.47,3.1,1015.2,72.9,0.0,567.0,522.0,25.67,31.0,1.4
2014-06-01 17:40:00,4.53,20.38,2.9,1015.1,72.6,0.0,592.0,544.0,25.65,38.0,1.8
2014-06-01 17:45:00,4.54,20.58,3.1,1015.2,72.0,0.0,626.0,577.0,25.99,41.0,1.8
2014-06-01 17:50:00,4.53,20.79,2.9,1015.1,70.7,0.0,654.0,604.0,26.52,67.0,1.2
2014-06-01 17:55:00,4.54,20.46,2.7,1015.2,70.5,0.0,686.0,632.0,26.23,42.0,1.4
2014-06-01 18:00:00,4.54,20.54,2.9,1015.2,70.2,0.0,716.0,661.0,26.38,45.0,1.4
2014-06-01 18:05:00,4.54,20.42,2.9,1015.2,70.0,0.0,743.0,686.0,26.3,42.0,1.4
2014-06-01 18:10:00,4.54,21.31,2.4,1015.1,70.6,0.0,768.0,708.0,27.09,69.0,1.0
2014-06-01 18:15:00,4.57,20.7,2.4,1015.1,68.7,0.0,804.0,743.0,26.92,49.0,1.2
2014-06-01 18:20:00,4.59,20.74,4.3,1015.2,68.7,0.0,832.0,768.0,26.96,49.0,1.6
2014-06-01 18:25:00,4.54,20.89,3.5,1015.2,68.6,0.0,864.0,801.0,27.14,52.0,1.8
2014-06-01 18:30:00,4.54,21.04,3.9,1015.1,67.6,0.0,917.0,849.0,27.55,74.0,1.4
2014-06-01 18:35:00,4.54,21.09,4.5,1015.2,66.7,0.0,952.0,882.0,27.83,90.0,1.4
2014-06-01 18:40:00,4.54,20.82,3.7,1015.3,65.9,0.0,1017.0,943.0,27.75,65.0,1.4
2014-06-01 18:45:00,4.54,20.61,3.3,1015.2,66.3,0.0,1183.0,1097.0,27.43,65.0,1.8
2014-06-01 18:50:00,4.53,20.17,4.9,1015.2,66.0,0.0,879.0,817.0,27.04,65.0,2.0
2014-06-01 18:55:00,4.54,20.64,3.1,1015.1,65.2,0.0,1153.0,1069.0,27.75,49.0,1.4
2014-06-01 19:00:00,4.54,20.39,3.9,1014.9,63.2,0.0,1248.0,1163.0,28.02,79.0,1.6
2014-06-01 19:05:00,4.54,20.4,5.3,1015.1,61.9,0.0,1092.0,1018.0,28.39,91.0,2.0
2014-06-01 19:10:00,4.54,19.79,5.3,1015.1,61.3,0.0,664.0,622.0,27.9,91.0,2.2
2014-06-01 19:15:00,4.54,19.92,5.3,1014.9,61.8,0.0,1038.0,967.0,27.9,81.0,2.2
2014-06-01 19:20:00,4.54,20.21,3.5,1015.1,59.3,0.0,461.0,434.0,28.92,86.0,1.4
2014-06-01 19:25:00,4.54,20.31,5.3,1014.9,60.3,0.0,1277.0,1277.0,28.74,65.0,2.2
2014-06-01 19:30:00,4.54,20.27,5.1,1014.8,59.2,0.0,1277.0,1202.0,29.02,76.0,1.8
2014-06-01 19:35:00,4.54,20.44,4.3,1014.9,58.2,0.0,1277.0,1201.0,29.49,74.0,1.8
2014-06-01 19:40:00,4.54,19.73,4.1,1014.6,59.2,0.0,1277.0,1277.0,28.44,51.0,2.0
2014-06-01 19:45:00,4.54,20.87,4.9,1014.8,59.1,0.0,1277.0,1237.0,29.69,69.0,1.6
2014-06-01 19:50:00,4.53,19.99,4.1,1014.8,57.1,0.0,1277.0,1277.0,29.34,67.0,2.0
